Block,Plot,Tree,Spp.,DBH,Ht,HCB,CW1,CW2,Comments
B4,10,44,NS,5.1,,,,,
B4,10,46,NS,8.6,,,,,
B4,10,63,NS,7,,,,,
B4,10,39,NS,8.9,,,,,
B4,10,45,NS,5.5,,,,,
B4,10,30,NS,7.3,,,,,
B4,10,53,NS,7.6,,,,,
B4,10,29,NS,6.8,,,,,
B4,10,52,NS,12.1,,,,,
B4,10,40,NS,9.5,,,,,
B4,10,50,NS,4.4,,,,,
B4,10,27,NS,8.3,,,,,
B4,10,47,NS,4.2,,,,,
B4,10,41,NS,8.2,,,,,
B4,10,49,NS,8.3,,,,,
B4,10,28,NS,7,,,,,
B4,10,17,NS,3.7,,,,,
B4,10,B1,NS,10.4,,,,,
B4,10,38,NS,8.8,,,,,
B4,10,27,NS,8.8,,,,,
B4,10,32,NS,9.1,,,,,
